stage,res_type,res_id,res_number
605027,0,3,1497
605028,0,3,1498
605029,0,3,1499
605030,0,3,1500
605031,0,3,1501
605032,0,3,1502
605033,0,3,1503
605034,0,3,1504
605035,0,3,1505
605036,0,3,1506
605037,0,3,1507
605038,0,3,1508
605039,0,3,1509
605040,0,3,1510
605041,0,3,1511
605042,0,3,1512
605043,0,3,1513
605044,0,3,1514
605045,0,3,1515
605046,0,3,1516
605047,0,3,1517
605048,0,3,1518
605049,0,3,1519
605050,0,3,1520
605051,0,3,1521
605052,0,3,1522
605053,0,3,1523
605054,0,3,1524
605055,0,3,1525
605056,0,3,1526
605057,0,3,1527
605058,0,3,1528
605059,0,3,1529
605060,0,3,1530
605061,0,3,1531
605062,0,3,1532
605063,0,3,1533
605064,0,3,1534
605065,0,3,1535
605066,0,3,1536
605067,0,3,1537
605068,0,3,1538
605069,0,3,1539
605070,0,3,1540
606001,0,3,1541
606002,0,3,1542
606003,0,3,1543
606004,0,3,1544
606005,0,3,1545
606006,0,3,1546
606007,0,3,1547
606008,0,3,1548
606009,0,3,1549
606010,0,3,1550
606011,0,3,1551
606012,0,3,1552
606013,0,3,1553
606014,0,3,1554
606015,0,3,1555
606016,0,3,1556
606017,0,3,1557
606018,0,3,1558
606019,0,3,1559
606020,0,3,1560
606021,0,3,1561
606022,0,3,1562
606023,0,3,1563
606024,0,3,1564
606025,0,3,1565
606026,0,3,1566
606027,0,3,1567
606028,0,3,1568
606029,0,3,1569
606030,0,3,1570
606031,0,3,1571
606032,0,3,1572
606033,0,3,1573
606034,0,3,1574
606035,0,3,1575
606036,0,3,1576
606037,0,3,1577
606038,0,3,1578
606039,0,3,1579
606040,0,3,1580
606041,0,3,1581
606042,0,3,1582
606043,0,3,1583
606044,0,3,1584
606045,0,3,1585
606046,0,3,1586
606047,0,3,1587
606048,0,3,1588
606049,0,3,1589
606050,0,3,1590
606051,0,3,1591
606052,0,3,1592
606053,0,3,1593
606054,0,3,1594
606055,0,3,1595
606056,0,3,1596
606057,0,3,1597
606058,0,3,1598
606059,0,3,1599
606060,0,3,1600
606061,0,3,1601
606062,0,3,1602
606063,0,3,1603
606064,0,3,1604
606065,0,3,1605
606066,0,3,1606
606067,0,3,1607
606068,0,3,1608
606069,0,3,1609
606070,0,3,1610
607001,0,3,1611
607002,0,3,1612
607003,0,3,1613
607004,0,3,1614
607005,0,3,1615
607006,0,3,1616
607007,0,3,1617
607008,0,3,1618
607009,0,3,1619
607010,0,3,1620
607011,0,3,1621
607012,0,3,1622
607013,0,3,1623
607014,0,3,1624
607015,0,3,1625
607016,0,3,1626
607017,0,3,1627
607018,0,3,1628
607019,0,3,1629
607020,0,3,1630
607021,0,3,1631
607022,0,3,1632
607023,0,3,1633
607024,0,3,1634
607025,0,3,1635
607026,0,3,1636
607027,0,3,1637
607028,0,3,1638
607029,0,3,1639
607030,0,3,1640
607031,0,3,1641
607032,0,3,1642
607033,0,3,1643
607034,0,3,1644
607035,0,3,1645
607036,0,3,1646
607037,0,3,1647
607038,0,3,1648
607039,0,3,1649
607040,0,3,1650
607041,0,3,1651
607042,0,3,1652
607043,0,3,1653
607044,0,3,1654
607045,0,3,1655
607046,0,3,1656
607047,0,3,1657
607048,0,3,1658
607049,0,3,1659
607050,0,3,1660
607051,0,3,1661
607052,0,3,1662
607053,0,3,1663
607054,0,3,1664
607055,0,3,1665
607056,0,3,1666
607057,0,3,1667
607058,0,3,1668
607059,0,3,1669
607060,0,3,1670
607061,0,3,1671
607062,0,3,1672
607063,0,3,1673
607064,0,3,1674
607065,0,3,1675
607066,0,3,1676
607067,0,3,1677
607068,0,3,1678
607069,0,3,1679
607070,0,3,1680
607071,0,3,1681
607072,0,3,1682
607073,0,3,1683
607074,0,3,1684
607075,0,3,1685
608001,0,3,1686
608002,0,3,1687
608003,0,3,1688
608004,0,3,1689
608005,0,3,1690
608006,0,3,1691
608007,0,3,1692
608008,0,3,1693
608009,0,3,1694
608010,0,3,1695
608011,0,3,1696
608012,0,3,1697
608013,0,3,1698
608014,0,3,1699
608015,0,3,1700
608016,0,3,1701
608017,0,3,1702
608018,0,3,1703
608019,0,3,1704
608020,0,3,1705
608021,0,3,1706
608022,0,3,1707
608023,0,3,1708
608024,0,3,1709
608025,0,3,1710
608026,0,3,1711
608027,0,3,1712
608028,0,3,1713
608029,0,3,1714
608030,0,3,1715
608031,0,3,1716
608032,0,3,1717
608033,0,3,1718
608034,0,3,1719
608035,0,3,1720
608036,0,3,1721
608037,0,3,1722
608038,0,3,1723
608039,0,3,1724
608040,0,3,1725
608041,0,3,1726
608042,0,3,1727
608043,0,3,1728
608044,0,3,1729
608045,0,3,1730
608046,0,3,1731
608047,0,3,1732
608048,0,3,1733
608049,0,3,1734
608050,0,3,1735
608051,0,3,1736
608052,0,3,1737
608053,0,3,1738
608054,0,3,1739
608055,0,3,1740
608056,0,3,1741
608057,0,3,1742
608058,0,3,1743
608059,0,3,1744
608060,0,3,1745
608061,0,3,1746
608062,0,3,1747
608063,0,3,1748
608064,0,3,1749
608065,0,3,1750
608066,0,3,1751
608067,0,3,1752
608068,0,3,1753
608069,0,3,1754
608070,0,3,1755
608071,0,3,1756
608072,0,3,1757
608073,0,3,1758
608074,0,3,1759
608075,0,3,1760
608076,0,3,1761
608077,0,3,1762
608078,0,3,1763
608079,0,3,1764
608080,0,3,1765
609001,0,3,1766
609002,0,3,1767
609003,0,3,1768
609004,0,3,1769
609005,0,3,1770
609006,0,3,1771
609007,0,3,1772
609008,0,3,1773
609009,0,3,1774
609010,0,3,1775
609011,0,3,1776
609012,0,3,1777
609013,0,3,1778
609014,0,3,1779
609015,0,3,1780
609016,0,3,1781
609017,0,3,1782
609018,0,3,1783
609019,0,3,1784
609020,0,3,1785
609021,0,3,1786
609022,0,3,1787
609023,0,3,1788
609024,0,3,1789
609025,0,3,1790
609026,0,3,1791
609027,0,3,1792
609028,0,3,1793
609029,0,3,1794
609030,0,3,1795
609031,0,3,1796
609032,0,3,1797
609033,0,3,1798
609034,0,3,1799
609035,0,3,1800
609036,0,3,1801
609037,0,3,1802
609038,0,3,1803
609039,0,3,1804
609040,0,3,1805
609041,0,3,1806
609042,0,3,1807
609043,0,3,1808
609044,0,3,1809
609045,0,3,1810
609046,0,3,1811
609047,0,3,1812
609048,0,3,1813
609049,0,3,1814
609050,0,3,1815
609051,0,3,1816
609052,0,3,1817
609053,0,3,1818
609054,0,3,1819
609055,0,3,1820
609056,0,3,1821
609057,0,3,1822
609058,0,3,1823
609059,0,3,1824
609060,0,3,1825
609061,0,3,1826
609062,0,3,1827
609063,0,3,1828
609064,0,3,1829
609065,0,3,1830
609066,0,3,1831
609067,0,3,1832
609068,0,3,1833
609069,0,3,1834
609070,0,3,1835
609071,0,3,1836
609072,0,3,1837
609073,0,3,1838
609074,0,3,1839
609075,0,3,1840
609076,0,3,1841
609077,0,3,1842
609078,0,3,1843
609079,0,3,1844
609080,0,3,1845
609081,0,3,1846
609082,0,3,1847
609083,0,3,1848
609084,0,3,1849
609085,0,3,1850
609086,0,3,1851
609087,0,3,1852
609088,0,3,1853
609089,0,3,1854
609090,0,3,1855
610001,0,3,1856
610002,0,3,1857
610003,0,3,1858
610004,0,3,1859
610005,0,3,1860
610006,0,3,1861
610007,0,3,1862
610008,0,3,1863
610009,0,3,1864
610010,0,3,1865
610011,0,3,1866
610012,0,3,1867
610013,0,3,1868
610014,0,3,1869
610015,0,3,1870
610016,0,3,1871
610017,0,3,1872
610018,0,3,1873
610019,0,3,1874
610020,0,3,1875
610021,0,3,1876
610022,0,3,1877
610023,0,3,1878
610024,0,3,1879
610025,0,3,1880
610026,0,3,1881
610027,0,3,1882
610028,0,3,1883
610029,0,3,1884
610030,0,3,1885
610031,0,3,1886
610032,0,3,1887
610033,0,3,1888
610034,0,3,1889
610035,0,3,1890
610036,0,3,1891
610037,0,3,1892
610038,0,3,1893
610039,0,3,1894
610040,0,3,1895
610041,0,3,1896
610042,0,3,1897
610043,0,3,1898
610044,0,3,1899
610045,0,3,1900
610046,0,3,1901
610047,0,3,1902
610048,0,3,1903
610049,0,3,1904
610050,0,3,1905
610051,0,3,1906
610052,0,3,1907
610053,0,3,1908
610054,0,3,1909
610055,0,3,1910
610056,0,3,1911
610057,0,3,1912
610058,0,3,1913
610059,0,3,1914
610060,0,3,1915
610061,0,3,1916
610062,0,3,1917
610063,0,3,1918
610064,0,3,1919
610065,0,3,1920
610066,0,3,1921
610067,0,3,1922
610068,0,3,1923
610069,0,3,1924
610070,0,3,1925
610071,0,3,1926
610072,0,3,1927
610073,0,3,1928
610074,0,3,1929
610075,0,3,1930
610076,0,3,1931
610077,0,3,1932
610078,0,3,1933
610079,0,3,1934
610080,0,3,1935
610081,0,3,1936
610082,0,3,1937
610083,0,3,1938
610084,0,3,1939
610085,0,3,1940
610086,0,3,1941
610087,0,3,1942
610088,0,3,1943
610089,0,3,1944
610090,0,3,1945
610091,0,3,1946
610092,0,3,1947
610093,0,3,1948
610094,0,3,1949
610095,0,3,1950
